prompt	n_tokens	run_id	total_time	time_per_token	device	model_id	constrained_time	unconstrained_time
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	128	2	1.042	0.008	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	81.49	84.69
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	128	3	1.748	0.014	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	75.84	87.07
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	128	4	1.011	0.008	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	74.17	79.95
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	128	5	0.991	0.008	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	74.19	79.92
This is a valid json string for a detailed http request:	56	1	2.093	0.037	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	35.19	85.03
This is a valid json string for a detailed http request:	56	2	1.441	0.026	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	34.16	79.65
This is a valid json string for a detailed http request:	56	3	1.376	0.025	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	34.53	79.33
This is a valid json string for a detailed http request:	56	4	1.364	0.024	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	32.94	75.24
This is a valid json string for a detailed http request:	56	5	1.367	0.024	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	31.92	81.50
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	256	1	2.225	0.009	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	150.13	161.29
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	256	2	1.938	0.008	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	153.59	155.12
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	256	3	2.115	0.008	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	154.63	160.34
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	256	4	1.903	0.007	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	155.20	159.66
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	256	5	1.879	0.007	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	152.86	162.54
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	256	1	1.569	0.006	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	144.58	153.60
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	256	2	1.626	0.006	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	149.99	158.12
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	256	3	1.584	0.006	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	149.50	155.07
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	256	4	1.597	0.006	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	144.55	158.30
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	256	5	1.464	0.006	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	139.80	155.02
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	256	1	1.591	0.006	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	142.85	153.30
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	256	2	1.632	0.006	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	143.24	152.55
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	256	3	1.931	0.008	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	148.87	156.65
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	256	4	1.622	0.006	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	147.42	154.96
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	256	5	1.626	0.006	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	147.58	158.71
This is a valid json string for a detailed http request:	56	1	1.827	0.033	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	32.34	155.25
This is a valid json string for a detailed http request:	56	2	1.243	0.022	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	31.56	153.28
This is a valid json string for a detailed http request:	56	3	2.068	0.037	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	32.80	150.83
This is a valid json string for a detailed http request:	56	4	1.273	0.023	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	34.30	154.85
This is a valid json string for a detailed http request:	56	5	1.243	0.022	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	32.68	155.21
